symbol,name,currency,exchange,mic_code,country,type
SEATW,Vivid Seats Inc.,USD,NASDAQ,XNGS,United States,Common Stock
SECO,Secoo Holding Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt
SEDG,SolarEdge Technologies Inc,USD,NASDAQ,XNGS,United States,Common Stock
SEED,Origin Agritech Ltd,USD,NASDAQ,XNCM,United States,Common Stock
SEEL,Seelos Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
SEER,"Seer, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SEIC,SEI Investments Co,USD,NASDAQ,XNGS,United States,Common Stock
SELB,Selecta Biosciences Inc,USD,NASDAQ,XNMS,United States,Common Stock
SELF,Global Self Storage Inc,USD,NASDAQ,XNCM,United States,REIT
SENEA,Seneca Foods Corp,USD,NASDAQ,XNGS,United States,Common Stock
SENEB,Seneca Foods Corp,USD,NASDAQ,XNGS,United States,Common Stock
SEPA,SEP Acquisition Corp,USD,NASDAQ,XNCM,United States,Common Stock
SEPAU,SEP Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SEPAW,SEP Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
SERA,"Sera Prognostics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SESN,Sesen Bio Inc,USD,NASDAQ,XNCM,United States,Common Stock
SEV,Sono Group N.V.,USD,NASDAQ,XNMS,United States,Common Stock
SEVN,Seven Hills Realty Trust,USD,NASDAQ,XNCM,United States,Common Stock
SFBC,Sound Financial Bancorp Inc,USD,NASDAQ,XNCM,United States,Common Stock
SFE,Safeguard Scientifics Inc,USD,NASDAQ,XNCM,United States,Common Stock
SFET,Safe-T Group Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt
SFIX,Stitch Fix Inc,USD,NASDAQ,XNGS,United States,Common Stock
SFM,Sprouts Farmers Market Inc,USD,NASDAQ,XNGS,United States,Common Stock
SFNC,Simmons First National Corp,USD,NASDAQ,XNGS,United States,Common Stock
SFR,"Appreciate Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SFRWW,"Appreciate Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SFST,Southern First Bancshares Inc,USD,NASDAQ,XNMS,United States,Common Stock
SFT,"Shift Technologies, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SGA,Saga Communications Inc,USD,NASDAQ,XNMS,United States,Common Stock
SGBX,SG Blocks Inc,USD,NASDAQ,XNCM,United States,Common Stock
SGC,Superior Group of Cos Inc,USD,NASDAQ,XNMS,United States,Common Stock
SGEN,Seattle Genetics Inc,USD,NASDAQ,XNGS,United States,Common Stock
SGH,SMART Global Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
SGHL,Signal Hill Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
SGHLU,Signal Hill Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit
SGHLW,Signal Hill Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
SGHT,"Sight Sciences, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SGII,Seaport Global Acquisition II Corp.,USD,NASDAQ,XNMS,United States,Common Stock
SGIIU,Seaport Global Acquisition II Corp.,USD,NASDAQ,XNMS,United States,Unit
SGIIW,Seaport Global Acquisition II Corp.,USD,NASDAQ,XNMS,United States,Common Stock
SGLY,Singularity Future Technology Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
SGMA,SigmaTron International Inc,USD,NASDAQ,XNCM,United States,Common Stock
SGML,Sigma Lithium Corporation,USD,NASDAQ,XNCM,United States,Common Stock
SGMO,Sangamo Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
SGMS,Scientific Games Corp,USD,NASDAQ,XNGS,United States,Common Stock
SGRP,SPAR Group Inc,USD,NASDAQ,XNCM,United States,Common Stock
SGRY,Surgery Partners Inc,USD,NASDAQ,XNGS,United States,Common Stock
SGTX,"Sigilon Therapeutics, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SHBI,Shore Bancshares Inc,USD,NASDAQ,XNGS,United States,Common Stock
SHC,Sotera Health Co,USD,NASDAQ,XNGS,United States,Common Stock
SHCR,"Sharecare, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SHCRW,"Sharecare, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SHEN,Shenandoah Telecommunications Co,USD,NASDAQ,XNGS,United States,Common Stock
SHFS,"SHF Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SHFSW,"SHF Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SHIP,Seanergy Maritime Holdings Corp,USD,NASDAQ,XNCM,United States,Common Stock
SHLS,"Shoals Technologies Group, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SHOO,Steven Madden Ltd,USD,NASDAQ,XNGS,United States,Common Stock
SHPH,Shuttle Pharmaceuticals Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock
SHUA,SHUAA Partners Acquisition Corp I,USD,NASDAQ,XNMS,United States,Common Stock
SHUAU,SHUAA Partners Acquisition Corp I,USD,NASDAQ,XNMS,United States,Unit
SHUAW,SHUAA Partners Acquisition Corp I,USD,NASDAQ,XNMS,United States,Common Stock
SHYF,"The Shyft Group, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SIBN,SI-BONE Inc,USD,NASDAQ,XNMS,United States,Common Stock
SIC,Select Interior Concepts Inc,USD,NASDAQ,XNCM,United States,Common Stock
SIDU,"Sidus Space, Inc. Class A Common Stock",USD,NASDAQ,XNCM,United States,Common Stock
SIEB,Siebert Financial Corp,USD,NASDAQ,XNCM,United States,Common Stock
SIEN,Sientra Inc,USD,NASDAQ,XNGS,United States,Common Stock
SIFY,Sify Technologies Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt
SIGA,SIGA Technologies Inc,USD,NASDAQ,XNMS,United States,Common Stock
SIGI,Selective Insurance Group Inc,USD,NASDAQ,XNGS,United States,Common Stock
SIGIP,"Selective Insurance Group, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SILC,Silicom Ltd,USD,NASDAQ,XNGS,United States,Common Stock
SILK,Silk Road Medical Inc,USD,NASDAQ,XNGS,United States,Common Stock
SILO,Silo Pharma Inc.,USD,NASDAQ,XNCM,United States,Common Stock
SIMO,Silicon Motion Technology Corp,USD,NASDAQ,XNGS,United States,Depositary Receipt
SINT,SiNtx Technologies Inc,USD,NASDAQ,XNCM,United States,Common Stock
SIRI,Sirius XM Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
SISI,"Shineco, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SITM,SiTime Corp,USD,NASDAQ,XNMS,United States,Common Stock
SIVB,SVB Financial Group,USD,NASDAQ,XNGS,United States,Common Stock
SIVBP,SVB Financial Group,USD,NASDAQ,XNGS,United States,Preferred Stock
SJ,Scienjoy Holding Corporation,USD,NASDAQ,XNCM,United States,Common Stock
SKGR,SK Growth Opportunities Corp,USD,NASDAQ,XNMS,United States,Common Stock
SKGRU,SK Growth Opportunities Corp,USD,NASDAQ,XNMS,United States,Unit
SKGRW,SK Growth Opportunities Corporation,USD,NASDAQ,XNMS,United States,Common Stock
SKIN,The Beauty Health Company,USD,NASDAQ,XNCM,United States,Common Stock
SKWD,SKYWARD SPECIALTY INS GROUP INC,USD,NASDAQ,XNGS,United States,Common Stock
SKYA,Skydeck Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SKYAU,Skydeck Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
SKYS,Sky Solar Holdings Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt
SKYT,"SkyWater Technology, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SKYW,SkyWest Inc,USD,NASDAQ,XNGS,United States,Common Stock
SKYX,SKYX Platforms Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SLAB,Silicon Laboratories Inc,USD,NASDAQ,XNGS,United States,Common Stock
SLAC,Social Leverage Acquisition Corp I,USD,NASDAQ,XNMS,United States,Common Stock
SLACU,Social Leverage Acquisition Corp I,USD,NASDAQ,XNMS,United States,Common Stock
SLACW,Social Leverage Acquisition Corp I,USD,NASDAQ,XNMS,United States,Common Stock
SLAM,Slam Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SLAMU,Slam Corp.,USD,NASDAQ,XNCM,United States,Unit
SLAMW,Slam Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SLCR,Silver Crest Acquisition Corporation,USD,NASDAQ,XNGS,United States,Common Stock
SLDB,Solid Biosciences Inc,USD,NASDAQ,XNGS,United States,Common Stock
SLDP,"Solid Power, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SLDPW,"Solid Power, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SLGC,"SomaLogic, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SLGCW,"SomaLogic, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SLGG,Super League Gaming Inc,USD,NASDAQ,XNCM,United States,Common Stock
SLGL,Sol-Gel Technologies Ltd,USD,NASDAQ,XNMS,United States,Common Stock
SLM,SLM Corp,USD,NASDAQ,XNGS,United States,Common Stock
SLMBP,SLM Corp,USD,NASDAQ,XNGS,United States,Preferred Stock
SLN,Silence Therapeutics plc,USD,NASDAQ,XNMS,United States,Common Stock
SLNA,Selina Hospitality PLC,USD,NASDAQ,XNMS,United States,Common Stock
SLNAW,Selina Hospitality PLC,USD,NASDAQ,XNCM,United States,Common Stock
SLNG,"Stabilis Energy, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SLNH,"Soluna Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SLNHP,"Soluna Holdings, Inc. - 9.0% Se",USD,NASDAQ,XNCM,United States,Preferred Stock
SLNO,Soleno Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
SLP,Simulations Plus Inc,USD,NASDAQ,XNGS,United States,Common Stock
SLRC,Solar Capital Ltd,USD,NASDAQ,XNGS,United States,Common Stock
SLRX,Salarius Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock
SLS,SELLAS Life Sciences Group Inc,USD,NASDAQ,XNCM,United States,Common Stock
SLVR,SILVERspac Inc.,USD,NASDAQ,XNCM,United States,Common Stock
SLVRU,SILVERspac Inc.,USD,NASDAQ,XNCM,United States,Unit
SLVRW,SILVERspac Inc.,USD,NASDAQ,XNCM,United States,Common Stock
SMAP,SportsMap Tech Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
SMAPU,SportsMap Tech Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit
SMAPW,SportsMap Tech Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
SMBC,Southern Missouri Bancorp Inc,USD,NASDAQ,XNMS,United States,Common Stock
SMBK,SmartFinancial Inc,USD,NASDAQ,XNCM,United States,Common Stock
SMCI,Super Micro Computer Inc,USD,NASDAQ,XNGS,United States,Common Stock
SMFR,Sema4 Holdings Corp.,USD,NASDAQ,XNGS,United States,Common Stock
SMID,Smith-Midland Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SMIH,Summit Healthcare Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SMIHU,Summit Healthcare Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
SMLR,"Semler Scientific, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SMMF,Summit Financial Group Inc,USD,NASDAQ,XNGS,United States,Common Stock
SMMT,Summit Therapeutics PLC,USD,NASDAQ,XNMS,United States,Depositary Receipt
SMPL,Simply Good Foods Co-The,USD,NASDAQ,XNCM,United States,Common Stock
SMSI,Smith Micro Software Inc,USD,NASDAQ,XNCM,United States,Common Stock
SMTC,Lyxor Smart Cash,USD,NASDAQ,XNGS,United States,Common Stock
SMTI,Sanara MedTech Inc.,USD,NASDAQ,XNCM,United States,Common Stock
SNAL,"Snail, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SNAX,"Stryve Foods, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SNAXW,"Stryve Foods, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SNBR,Sleep Number Corp,USD,NASDAQ,XNGS,United States,Common Stock
SNCE,"Science 37 Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SNCR,Synchronoss Technologies Inc,USD,NASDAQ,XNGS,United States,Common Stock
SNCRL,"Synchronoss Technologies, Inc. 8.375% Senior Notes due 2026",USD,NASDAQ,XNMS,United States,Common Stock
SNCY,"Sun Country Airlines Holdings, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SND,Smart Sand Inc,USD,NASDAQ,XNGS,United States,Common Stock
SNDL,Sundial Growers Inc,USD,NASDAQ,XNCM,United States,Common Stock
SNDX,Syndax Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
SNES,Senestech Inc,USD,NASDAQ,XNCM,United States,Common Stock
SNEX,StoneX Group Inc.,USD,NASDAQ,XNGS,United States,Common Stock
SNFCA,Security National Financial Corp,USD,NASDAQ,XNMS,United States,Common Stock
SNGX,Soligenix Inc,USD,NASDAQ,XNCM,United States,Common Stock
SNOA,Sonoma Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock
SNPO,Snap One Holdings Corp.,USD,NASDAQ,XNGS,United States,Common Stock
SNPS,Synopsys Inc,USD,NASDAQ,XNGS,United States,Common Stock
SNPX,"Synaptogenix, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SNRH,Senior Connect Acquisition Corp. I,USD,NASDAQ,XNCM,United States,Common Stock
SNRHU,Senior Connect Acquisition Corp. I,USD,NASDAQ,XNCM,United States,Unit
SNRHW,Senior Connect Acquisition Corp. I,USD,NASDAQ,XNCM,United States,Common Stock
SNSE,"Sensei Biotherapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SNT,Senstar Technologies Ltd.,USD,NASDAQ,XNMS,United States,Common Stock
SNTG,Sentage Holdings Inc.,USD,NASDAQ,XNCM,United States,Common Stock
SNTI,"Senti Biosciences, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SNY,Sanofi,USD,NASDAQ,XNGS,United States,Depositary Receipt
SOBR,"SOBR Safe, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SOFI,"SoFi Technologies, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SOFO,"Sonic Foundry, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SOHO,Sotherly Hotels Inc,USD,NASDAQ,XNMS,United States,REIT
SOHOB,Sotherly Hotels Inc,USD,NASDAQ,XNMS,United States,Preferred Stock
SOHON,Sotherly Hotels Inc,USD,NASDAQ,XNMS,United States,Preferred Stock
SOHOO,Sotherly Hotels Inc,USD,NASDAQ,XNMS,United States,Preferred Stock
SOHU,Sohu.com Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt
SOLO,ElectraMeccanica Vehicles Corp,USD,NASDAQ,XNCM,United States,Common Stock
SOLOW,Electrameccanica Vehicles Corp. WT EXP 080323,USD,NASDAQ,XNCM,United States,Common Stock
SOND,Sonder Holdings Inc.,USD,NASDAQ,XNGS,United States,Common Stock
SONDW,Sonder Holdings Inc.,USD,NASDAQ,XNMS,United States,Common Stock
SONM,Sonim Technologies Inc,USD,NASDAQ,XNCM,United States,Common Stock
SONN,Sonnet BioTherapeutics Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock
SONO,Sonos Inc,USD,NASDAQ,XNGS,United States,Common Stock
SOPA,Society Pass Incorporated Common Stock,USD,NASDAQ,XNCM,United States,Common Stock
SOPH,SOPHiA GENETICS SA,USD,NASDAQ,XNGS,United States,Common Stock
SOTK,Sono-Tek Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SOUN,"SoundHound AI, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SOUNW,"SoundHound AI, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SOVO,"Sovos Brands, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SP,SP Plus Corp,USD,NASDAQ,XNGS,United States,Common Stock
SPCB,SuperCom Ltd,USD,NASDAQ,XNCM,United States,Common Stock
SPCM,"Sound Point Acquisition Corp I, Ltd",USD,NASDAQ,XNMS,United States,Common Stock
SPCMU,Sound Point Acquisition Corp I Ltd,USD,NASDAQ,XNMS,United States,Unit
SPCMW,"Sound Point Acquisition Corp I, Ltd",USD,NASDAQ,XNMS,United States,Common Stock
SPFI,South Plains Financial Inc,USD,NASDAQ,XNGS,United States,Common Stock
SPI,SPI Energy Co Ltd,USD,NASDAQ,XNGS,United States,Common Stock
SPKB,Silver Spike Acquisition Corp II,USD,NASDAQ,XNCM,United States,Common Stock
SPKBU,Silver Spike Acquisition Corp II,USD,NASDAQ,XNCM,United States,Unit
SPKBW,Silver Spike Acquisition Corp II,USD,NASDAQ,XNCM,United States,Common Stock
SPLK,Splunk Inc,USD,NASDAQ,XNGS,United States,Common Stock
SPNS,Sapiens International Corp NV,USD,NASDAQ,XNGS,United States,Common Stock
SPOK,Spok Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
SPPI,Spectrum Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
SPRB,Spruce Biosciences Inc,USD,NASDAQ,XNGS,United States,Common Stock
SPRC,SciSparc Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
SPRO,Spero Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
SPRY,"ARS Pharmaceuticals, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
SPSC,SPS Commerce Inc,USD,NASDAQ,XNGS,United States,Common Stock
SPT,Sprout Social Inc,USD,NASDAQ,XNCM,United States,Common Stock
SPTN,SpartanNash Co,USD,NASDAQ,XNGS,United States,Common Stock
SPWH,Sportsman's Warehouse Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
SPWR,SunPower Corp,USD,NASDAQ,XNGS,United States,Common Stock
SQFT,Presidio Property Trust Inc,USD,NASDAQ,XNCM,United States,Common Stock
SQFTP,"Presidio Property Trust, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SQFTW,"Presidio Property Trust, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SQL,SeqLL Inc.,USD,NASDAQ,XNCM,United States,Common Stock
SQLLW,SeqLL Inc.,USD,NASDAQ,XNCM,United States,Common Stock
SRACU,Stable Road Acquisition Corp,USD,NASDAQ,XNCM,United States,Unit
SRAD,Sportradar Group AG,USD,NASDAQ,XNGS,United States,Common Stock
SRCE,1st Source Corp,USD,NASDAQ,XNGS,United States,Common Stock
SRCL,Stericycle Inc,USD,NASDAQ,XNGS,United States,Common Stock
SRDX,Surmodics Inc,USD,NASDAQ,XNGS,United States,Common Stock
SRGA,"Surgalign Holdings, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SRNE,Sorrento Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
SRPT,Sarepta Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
SRRK,Scholar Rock Holding Corp,USD,NASDAQ,XNGS,United States,Common Stock
SRTS,Sensus Healthcare Inc,USD,NASDAQ,XNCM,United States,Common Stock
SRZN,"Surrozen, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SRZNW,"Surrozen, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SSB,South State Corp,USD,NASDAQ,XNGS,United States,Common Stock
SSBI,Summit State Bank,USD,NASDAQ,XNMS,United States,Common Stock
SSBK,"Southern States Bancshares, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SSIC,Silver Spike Investment Corp. Common Stock,USD,NASDAQ,XNMS,United States,Common Stock
SSKN,Strata Skin Sciences Inc,USD,NASDAQ,XNCM,United States,Common Stock
SSNC,SS&C Technologies Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
SSNT,SilverSun Technologies Inc,USD,NASDAQ,XNCM,United States,Common Stock
SSP,EW Scripps Co-The,USD,NASDAQ,XNGS,United States,Common Stock
SSR,Soulgate Inc.,USD,NASDAQ,XNGS,United States,Depositary Receipt
SSRM,SSR Mining Inc,USD,NASDAQ,XNGS,United States,Common Stock
SSSS,Sutter Rock Capital Corp,USD,NASDAQ,XNGS,United States,Common Stock
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,USD,NASDAQ,XNMS,United States,Preferred Stock
SSTI,ShotSpotter Inc,USD,NASDAQ,XNCM,United States,Common Stock
SSYS,Stratasys Ltd,USD,NASDAQ,XNGS,United States,Common Stock
STAA,STAAR Surgical Co,USD,NASDAQ,XNMS,United States,Common Stock
STAF,Staffing 360 Solutions Inc,USD,NASDAQ,XNCM,United States,Common Stock
STBA,S&T Bancorp Inc,USD,NASDAQ,XNGS,United States,Common Stock
STBX,Starbox Group Holdings Ltd,USD,NASDAQ,XNCM,United States,Common Stock
STCN,Steel Connect Inc,USD,NASDAQ,XNCM,United States,Common Stock
STEL,"Stellar Bancorp, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
STEP,StepStone Group Inc.,USD,NASDAQ,XNGS,United States,Common Stock
STER,Sterling Check Corp.,USD,NASDAQ,XNGS,United States,Common Stock
STGW,Stagwell Inc.,USD,NASDAQ,XNGS,United States,Common Stock
STIM,ETFS 1X Daily Short Tin,USD,NASDAQ,XNMS,United States,Common Stock
STIX,"Semantix, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
STIXW,"Semantix, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
STKH,Steakholder Foods Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
STKL,SunOpta Inc,USD,NASDAQ,XNGS,United States,Common Stock
STKS,ONE Group Hospitality Inc-The,USD,NASDAQ,XNCM,United States,Common Stock
STLD,Steel Dynamics Inc,USD,NASDAQ,XNGS,United States,Common Stock
STNE,StoneCo Ltd,USD,NASDAQ,XNGS,United States,Common Stock
STOK,Stoke Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
STRA,Strategic Education Inc,USD,NASDAQ,XNGS,United States,Common Stock
STRC,Sarcos Technology and Robotics Corporation,USD,NASDAQ,XNMS,United States,Common Stock
STRCW,Sarcos Technology and Robotics Corporation,USD,NASDAQ,XNMS,United States,Common Stock
STRL,Sterling Construction Co Inc,USD,NASDAQ,XNGS,United States,Common Stock
STRM,Streamline Health Solutions Inc,USD,NASDAQ,XNCM,United States,Common Stock
STRO,Sutro Biopharma Inc,USD,NASDAQ,XNMS,United States,Common Stock
STRR,"Star Equity Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
STRRP,"Star Equity Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
STRS,Stratus Properties Inc,USD,NASDAQ,XNGS,United States,Common Stock
STRT,Strattec Security Corp,USD,NASDAQ,XNMS,United States,Common Stock
STSA,Satsuma Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock
STSS,"Sharps Technology, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
STSSW,"Sharps Technology, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
STTK,Shattuck Labs Inc,USD,NASDAQ,XNGS,United States,Common Stock
STWOU,ACON S2 Acquisition Corp,USD,NASDAQ,XNGS,United States,Unit
STX,Seagate Technology PLC,USD,NASDAQ,XNGS,United States,Common Stock
SUMO,Sumo Logic Inc,USD,NASDAQ,XNGS,United States,Common Stock
SUNW,Sunworks Inc,USD,NASDAQ,XNCM,United States,Common Stock
SUPN,Supernus Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock
SURF,Surface Oncology Inc,USD,NASDAQ,XNMS,United States,Common Stock
SURG,"Surge Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SURGW,"SurgePays, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SVA,Sinovac Biotech Ltd,USD,NASDAQ,XNGS,United States,Common Stock
SVC,Service Properties Trust,USD,NASDAQ,XNGS,United States,REIT
SVFA,SVF Investment Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SVFAU,SVF Investment Corp.,USD,NASDAQ,XNCM,United States,Unit
SVFAW,SVF Investment Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SVFB,SVF Investment Corp. 2,USD,NASDAQ,XNCM,United States,Common Stock
SVFD,"Save Foods, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SVII,Spring Valley Acquisition Corp. II,USD,NASDAQ,XNMS,United States,Common Stock
SVIIR,Spring Valley Acquisition Corp. II,USD,NASDAQ,XNMS,United States,Common Stock
SVIIU,Spring Valley Acquisition Corp. II,USD,NASDAQ,XNMS,United States,Common Stock
SVIIW,Spring Valley Acquisition Corp. II,USD,NASDAQ,XNMS,United States,Common Stock
SVNA,7 Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
SVNAU,7 Acquisition Corporation Unit,USD,NASDAQ,XNMS,United States,Unit
SVNAW,7 Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
SVNIU,Seven Islands Inc,USD,NASDAQ,XNCM,United States,Unit
SVRA,Savara Inc,USD,NASDAQ,XNGS,United States,Common Stock
SVRE,Saverone 2014 Ltd,USD,NASDAQ,XNCM,United States,American Depositary Receipt
SVREW,SaverOne 2014 Ltd,USD,NASDAQ,XNCM,United States,Common Stock
SVVC,Firsthand Technology Value Fund Inc,USD,NASDAQ,XNGS,United States,Common Stock
SWAG,Software Acquisition Group Inc. III,USD,NASDAQ,XNCM,United States,Common Stock
SWAGW,"Stran & Company, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
SWAV,Shockwave Medical Inc,USD,NASDAQ,XNGS,United States,Common Stock
SWBI,"Smith & Wesson Brands, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SWIM,"Latham Group, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
SWKH,SWK Holdings Corp,USD,NASDAQ,XNCM,United States,Common Stock
SWKS,Skyworks Solutions Inc,USD,NASDAQ,XNGS,United States,Common Stock
SWSS,Springwater Special Situations Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SWSSU,Springwater Special Situations Corp.,USD,NASDAQ,XNCM,United States,Unit
SWSSW,Springwater Special Situations Corp.,USD,NASDAQ,XNCM,United States,Common Stock
SWTX,SpringWorks Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
SWVLW,Swvl Holdings Corp.,USD,NASDAQ,XNMS,United States,Common Stock
SXTC,China SXT Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock
SY,So-Young International Inc,USD,NASDAQ,XNMS,United States,Common Stock
SYBT,Stock Yards Bancorp Inc,USD,NASDAQ,XNGS,United States,Common Stock
SYBX,Synlogic Inc,USD,NASDAQ,XNMS,United States,Common Stock
SYM,Symbotic Inc.,USD,NASDAQ,XNMS,United States,Common Stock
SYNA,Synaptics Inc,USD,NASDAQ,XNGS,United States,Common Stock
SYNH,Syneos Health Inc,USD,NASDAQ,XNGS,United States,Common Stock
SYPR,Sypris Solutions Inc,USD,NASDAQ,XNMS,United States,Common Stock
SYRS,Syros Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
SYTA,Siyata Mobile Inc.,USD,NASDAQ,XNCM,United States,Common Stock
SYTAW,Siyata Mobile Inc.,USD,NASDAQ,XNCM,United States,Common Stock
SZZL,Sizzle Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
SZZLU,Sizzle Acquisition Corp. Unit,USD,NASDAQ,XNMS,United States,Unit
SZZLW,Sizzle Acquisition Corp.,USD,NASDAQ,XNGS,United States,Common Stock
TA,TravelCenters of America LLC,USD,NASDAQ,XNGS,United States,Common Stock
